Product Name,Category,Purchase Date,Quantity,Price,CustomerID,zipcode,discountApplied,Cluster
Tennis Racket,Sports & Outdoors,2023-01-31,5,778.27,8570,47027,False,1
Headphones,Electronics,2023-04-12,5,394.74,3957,38546,False,1
Tennis Racket,Sports & Outdoors,2023-04-05,5,493.98,3957,38546,True,1
Science Fiction,Books,2023-05-23,1,939.8,1080,97526,True,2
Camping Tent,Sports & Outdoors,2023-10-29,4,266.3,1080,97526,True,1
Biography,Books,2023-06-15,2,989.88,1080,97526,True,2
History,Books,2023-05-13,3,874.76,2154,60224,True,2
Laptop,Electronics,2023-03-24,4,693.78,2154,60224,False,1
Smartwatch,Electronics,2022-12-18,1,103.53,2154,60224,False,0
Dining Table,Home & Living,2023-06-12,1,271.07,7145,75929,False,0
History,Books,2023-02-16,3,939.25,7145,75929,True,2
Shampoo,Beauty & Health,2022-12-14,1,375.46,7145,75929,False,0
Romance Novel,Books,2023-01-07,1,928.96,3274,71813,True,2
Dining Table,Home & Living,2023-09-21,5,727.41,3274,71813,True,1
Nail Polish,Beauty & Health,2023-08-08,1,213.35,3274,71813,True,0
Camera,Electronics,2023-03-11,1,794.65,3274,71813,True,2
Lamp,Home & Living,2023-10-05,1,310.33,3274,71813,False,0
Science Fiction,Books,2023-10-22,4,594.37,2184,93840,True,1
Headphones,Electronics,2023-06-16,3,899.16,2184,93840,False,2
Mystery Novel,Books,2022-11-01,5,998.46,3875,23077,True,1
Science Fiction,Books,2022-12-30,3,933.11,3875,23077,True,2
Camera,Electronics,2023-08-21,3,762.12,3875,23077,True,2
Shirt,Fashion,2022-11-23,5,831.86,3875,23077,False,1
Nail Polish,Beauty & Health,2023-08-17,4,339.14,3875,23077,True,1
Body Lotion,Beauty & Health,2022-11-14,1,332.22,7422,80297,False,0
Mystery Novel,Books,2023-01-13,1,105.35,4596,43858,False,0
Biography,Books,2023-03-04,3,483.1,4575,66326,False,0
Body Lotion,Beauty & Health,2023-07-10,2,44.82,4575,66326,True,0
Body Lotion,Beauty & Health,2023-08-01,1,367.1,4575,66326,False,0
Romance Novel,Books,2022-12-08,2,398.92,8217,80967,True,0
Headphones,Electronics,2023-06-17,5,129.08,8217,80967,False,1
Dining Table,Home & Living,2023-03-29,2,133.37,8217,80967,False,0
Sunglasses,Fashion,2023-02-24,3,327.49,8217,80967,False,0
Cycling Helmet,Sports & Outdoors,2023-10-06,2,273.86,3194,90149,True,0
Camping Tent,Sports & Outdoors,2023-01-17,4,374.88,3194,90149,True,1
Shirt,Fashion,2023-08-19,4,348.05,6817,89456,True,1
Tennis Racket,Sports & Outdoors,2023-07-14,2,633.2,6817,89456,False,2
Sunglasses,Fashion,2023-08-11,4,487.28,6817,89456,True,1
Shirt,Fashion,2022-12-12,5,729.73,3591,51327,True,1
Tennis Racket,Sports & Outdoors,2023-03-01,1,742.17,3816,5907,True,2
Shoes,Fashion,2022-12-27,4,449.51,3816,5907,True,1
Mystery Novel,Books,2023-07-30,3,675.81,9315,95898,True,2
Lamp,Home & Living,2023-10-25,5,561.59,9315,95898,True,1
Shampoo,Beauty & Health,2023-06-29,5,883.16,9315,95898,False,1
Mystery Novel,Books,2023-03-27,4,127.68,9315,95898,True,1
Dining Table,Home & Living,2022-11-07,3,229.39,8506,57750,True,0
Handbag,Fashion,2023-01-21,4,158.16,8506,57750,True,1
Headphones,Electronics,2023-05-14,4,85.36,8506,57750,False,1
Romance Novel,Books,2023-09-22,5,295.74,8506,57750,True,1
Shoes,Fashion,2023-02-18,1,982.34,4793,7463,False,2
Cycling Helmet,Sports & Outdoors,2023-05-27,1,540.52,3072,93726,True,0
Biography,Books,2023-05-22,4,778.8,3072,93726,True,2
Lipstick,Beauty & Health,2023-02-01,1,217.4,3072,93726,False,0
Shoes,Fashion,2023-04-17,3,439.21,3072,93726,True,0
Yoga Mat,Sports & Outdoors,2023-01-27,2,14.35,2825,79813,False,0
Basketball,Sports & Outdoors,2023-02-05,2,383.59,2825,79813,True,0
Bed,Home & Living,2023-07-27,4,741.24,1407,88560,True,1
Laptop,Electronics,2023-04-16,1,895.87,1407,88560,False,2
Laptop,Electronics,2023-09-18,3,402.4,1407,88560,True,0
Body Lotion,Beauty & Health,2023-02-26,4,743.81,3200,1180,True,1
Body Lotion,Beauty & Health,2023-03-15,2,69.85,3200,1180,True,0
Bed,Home & Living,2023-07-06,1,396.55,3200,1180,True,0
Mystery Novel,Books,2023-07-26,5,39.5,9849,63249,False,1
Mystery Novel,Books,2023-08-07,4,132.62,9849,63249,True,1
Sofa,Home & Living,2023-09-01,5,787.75,9849,63249,False,1
Shoes,Fashion,2023-06-07,4,845.84,9849,63249,True,2
Mystery Novel,Books,2023-01-07,2,341.23,9849,63249,True,0
Shoes,Fashion,2022-11-25,5,37.81,3478,44558,True,1
Tennis Racket,Sports & Outdoors,2023-07-20,1,993.37,3478,44558,False,2
Shampoo,Beauty & Health,2023-08-19,4,673.89,2256,50436,True,1
Biography,Books,2023-10-08,1,83.59,2256,50436,False,0
Headphones,Electronics,2023-10-15,3,510.85,2256,50436,False,0
Smartphone,Electronics,2023-03-23,2,454.39,2256,50436,True,0
Cycling Helmet,Sports & Outdoors,2023-09-21,3,223.31,7118,12746,True,0
Camping Tent,Sports & Outdoors,2022-11-05,2,753.76,7118,12746,False,2
Sunglasses,Fashion,2023-07-08,4,846.97,7118,12746,False,2
Biography,Books,2023-01-09,3,502.13,7118,12746,False,0
Bed,Home & Living,2023-01-10,5,365.18,3727,20255,True,1
Mystery Novel,Books,2023-06-18,2,489.89,3727,20255,True,0
Camera,Electronics,2023-04-25,4,850.14,3727,20255,True,2
Sunglasses,Fashion,2023-04-15,4,667.79,3727,20255,True,1
Shampoo,Beauty & Health,2023-02-28,1,697.91,3727,20255,False,2
Yoga Mat,Sports & Outdoors,2023-08-21,3,837.72,3366,60260,False,2
Shirt,Fashion,2023-10-05,3,909.08,5781,84079,False,2
Romance Novel,Books,2023-04-14,3,623.27,5781,84079,True,2
Sofa,Home & Living,2023-06-23,3,818.01,5781,84079,False,2
Sunglasses,Fashion,2023-01-22,3,357.34,5781,84079,True,0
Shoes,Fashion,2022-12-24,2,214.58,5781,84079,True,0
Body Lotion,Beauty & Health,2023-09-06,4,915.54,7766,2512,True,2
Body Lotion,Beauty & Health,2022-11-30,2,50.84,7766,2512,True,0
Lipstick,Beauty & Health,2023-05-27,5,999.35,7766,2512,False,1
Sofa,Home & Living,2022-12-03,5,829.07,7766,2512,True,1
Mystery Novel,Books,2022-12-23,2,976.12,7766,2512,True,2
Shampoo,Beauty & Health,2022-11-09,5,185.47,8282,86896,True,1
Shoes,Fashion,2023-09-07,5,506.45,8282,86896,False,1
Laptop,Electronics,2022-11-21,4,953.69,8234,77610,False,2
Dining Table,Home & Living,2023-07-13,1,756.63,8234,77610,False,2
Handbag,Fashion,2023-01-06,1,34.57,8234,77610,True,0
Science Fiction,Books,2023-05-05,2,405.18,1242,13026,True,0
Smartphone,Electronics,2023-05-27,4,630.0,1242,13026,False,1
Lipstick,Beauty & Health,2023-08-10,3,851.35,1242,13026,False,2
Handbag,Fashion,2023-08-02,5,692.4,1242,13026,True,1
Shirt,Fashion,2023-06-10,1,105.16,1242,13026,True,0
Biography,Books,2023-09-22,5,672.86,8824,45680,False,1
Nail Polish,Beauty & Health,2023-02-13,1,472.24,8824,45680,False,0
Headphones,Electronics,2023-08-25,5,793.28,8824,45680,False,1
Lamp,Home & Living,2023-01-10,5,692.98,8824,45680,True,1
Shoes,Fashion,2023-07-24,4,366.92,9660,59894,False,1
Cookware,Home & Living,2022-12-06,5,793.64,9660,59894,True,1
Perfume,Beauty & Health,2023-04-27,3,874.84,9660,59894,True,2
Camping Tent,Sports & Outdoors,2023-02-11,1,875.42,4623,69245,True,2
Cookware,Home & Living,2023-01-25,1,302.84,4623,69245,False,0
Shoes,Fashion,2023-08-16,4,25.08,4623,69245,True,1
Camping Tent,Sports & Outdoors,2023-04-26,2,414.36,4623,69245,True,0
Perfume,Beauty & Health,2023-09-07,2,471.29,4770,51415,True,0
Headphones,Electronics,2023-10-11,4,803.95,4770,51415,True,2
Camera,Electronics,2022-12-26,3,563.3,4770,51415,True,2
Cycling Helmet,Sports & Outdoors,2023-06-13,3,874.13,4770,51415,False,2
Dining Table,Home & Living,2023-10-01,4,727.41,4770,51415,True,1
Lamp,Home & Living,2023-01-20,4,138.99,7493,91648,False,1
Dining Table,Home & Living,2023-02-14,3,42.05,7493,91648,False,0
Laptop,Electronics,2023-10-13,1,529.91,7493,91648,True,0
Shirt,Fashion,2023-01-22,2,375.15,7493,91648,True,0
Shampoo,Beauty & Health,2023-07-31,1,808.83,7493,91648,True,2
Science Fiction,Books,2023-07-28,3,980.26,1345,21137,True,2
Smartphone,Electronics,2023-03-03,1,901.14,9774,92177,False,2
Dress,Fashion,2022-12-02,4,365.51,9774,92177,False,1
Smartphone,Electronics,2023-07-14,2,759.04,9774,92177,True,2
Body Lotion,Beauty & Health,2022-12-25,2,409.31,9774,92177,False,0
Body Lotion,Beauty & Health,2023-03-18,4,602.7,2986,96293,True,1
Lipstick,Beauty & Health,2022-12-22,5,418.36,2986,96293,True,1
Sunglasses,Fashion,2022-11-12,5,411.17,2986,96293,False,1
Shampoo,Beauty & Health,2022-11-20,3,187.56,2986,96293,True,0
Sofa,Home & Living,2023-08-06,5,866.92,2347,74718,False,1
Shampoo,Beauty & Health,2022-11-27,4,152.24,2347,74718,False,1
Body Lotion,Beauty & Health,2023-03-21,3,672.69,2347,74718,False,2
Bed,Home & Living,2022-11-12,5,500.81,9386,6745,False,1
Nail Polish,Beauty & Health,2023-06-28,5,483.76,9386,6745,False,1
Bed,Home & Living,2022-12-06,4,820.06,9386,6745,False,2
Handbag,Fashion,2022-11-15,1,545.71,9386,6745,True,0
History,Books,2023-09-13,5,932.08,9386,6745,True,1
Mystery Novel,Books,2023-04-13,1,979.78,8010,36516,True,2
Romance Novel,Books,2023-07-14,5,16.05,8010,36516,True,1
Cycling Helmet,Sports & Outdoors,2023-03-29,5,532.8,5537,25941,True,1
Shampoo,Beauty & Health,2023-06-16,2,605.51,5537,25941,True,2
Yoga Mat,Sports & Outdoors,2023-09-20,3,243.18,5537,25941,False,0
Nail Polish,Beauty & Health,2023-07-13,3,129.09,5537,25941,True,0
Shoes,Fashion,2023-08-04,3,614.12,5537,25941,True,2
Shampoo,Beauty & Health,2023-08-03,1,112.88,2738,36048,False,0
Dress,Fashion,2023-03-13,5,291.96,2738,36048,True,1
Romance Novel,Books,2023-02-13,3,694.82,8076,99009,True,2
History,Books,2023-08-03,2,15.87,8076,99009,False,0
Lipstick,Beauty & Health,2023-09-26,4,356.92,8076,99009,False,1
Romance Novel,Books,2023-06-28,5,848.81,8076,99009,True,1
Sofa,Home & Living,2023-03-22,3,784.57,8802,53331,False,2
Dress,Fashion,2023-02-26,2,999.88,8802,53331,True,2
Laptop,Electronics,2023-04-14,4,953.94,8802,53331,False,2
Shampoo,Beauty & Health,2023-05-11,1,604.11,7462,84403,False,2
History,Books,2023-10-03,2,239.59,7462,84403,True,0
Dining Table,Home & Living,2023-08-30,5,418.12,7616,77821,True,1
Smartphone,Electronics,2023-03-08,5,896.92,7616,77821,False,1
Bed,Home & Living,2022-12-16,5,987.6,7616,77821,False,1
Camping Tent,Sports & Outdoors,2023-07-28,3,428.38,7616,77821,False,0
Bed,Home & Living,2022-11-20,4,688.96,7616,77821,False,1
Yoga Mat,Sports & Outdoors,2023-07-26,3,625.91,5964,1773,False,2
Dining Table,Home & Living,2023-01-31,5,145.93,6928,45824,False,1
Camping Tent,Sports & Outdoors,2023-01-22,1,903.42,6928,45824,False,2
Shirt,Fashion,2023-01-07,4,247.82,6928,45824,False,1
Laptop,Electronics,2023-04-25,5,626.47,6928,45824,True,1
Smartwatch,Electronics,2023-08-12,2,321.37,6928,45824,True,0
Handbag,Fashion,2023-07-27,5,768.07,6517,21529,True,1
Nail Polish,Beauty & Health,2023-07-14,2,530.5,6517,21529,False,0
Sofa,Home & Living,2023-03-16,5,152.75,4453,10767,True,1
Shirt,Fashion,2023-02-17,5,599.02,4453,10767,True,1
Laptop,Electronics,2023-03-23,5,718.54,1583,24400,False,1
Shoes,Fashion,2022-11-26,5,622.09,7664,61394,True,1
Lipstick,Beauty & Health,2023-03-03,1,203.74,7664,61394,False,0
History,Books,2023-04-05,2,183.3,8682,47547,True,0
Shoes,Fashion,2023-09-06,1,937.42,8682,47547,True,2
Camera,Electronics,2023-04-05,1,934.99,8682,47547,False,2
Tennis Racket,Sports & Outdoors,2023-01-08,4,428.16,8682,47547,True,1
Romance Novel,Books,2023-09-23,4,185.72,8682,47547,False,1
Body Lotion,Beauty & Health,2023-02-24,1,951.83,1028,6148,True,2
Camping Tent,Sports & Outdoors,2023-01-27,3,401.36,1028,6148,False,0
Lipstick,Beauty & Health,2023-01-24,3,95.33,1028,6148,True,0
Cycling Helmet,Sports & Outdoors,2023-03-14,1,105.68,3788,45019,False,0
Shoes,Fashion,2023-05-14,3,436.59,3788,45019,True,0
Romance Novel,Books,2023-03-07,2,840.79,3788,45019,True,2
Body Lotion,Beauty & Health,2023-05-12,2,562.03,3788,45019,False,2
Smartphone,Electronics,2022-10-30,1,344.18,2923,61285,False,0
Mystery Novel,Books,2023-09-18,5,270.39,2923,61285,False,1
Shampoo,Beauty & Health,2023-01-04,4,834.21,2923,61285,True,2
Basketball,Sports & Outdoors,2023-04-15,2,78.86,1893,84924,True,0
Smartphone,Electronics,2023-07-17,4,393.97,1893,84924,False,1
Handbag,Fashion,2023-03-28,5,264.79,1893,84924,True,1
Smartwatch,Electronics,2023-07-04,5,192.18,4237,26385,True,1
Shoes,Fashion,2023-04-13,4,749.13,4237,26385,True,1
Cycling Helmet,Sports & Outdoors,2023-05-07,1,441.32,4237,26385,False,0
Smartwatch,Electronics,2023-06-21,4,523.84,4237,26385,False,1
Sunglasses,Fashion,2023-01-31,3,411.7,4237,26385,True,0
Handbag,Fashion,2023-01-04,5,34.99,3532,29925,False,1
Shirt,Fashion,2023-05-24,3,343.24,3532,29925,False,0
Shoes,Fashion,2023-06-26,3,216.86,3532,29925,True,0
Lamp,Home & Living,2023-05-23,1,606.82,3532,29925,True,2
Basketball,Sports & Outdoors,2023-07-28,1,111.5,3532,29925,True,0
Tennis Racket,Sports & Outdoors,2023-02-06,4,990.76,5515,18025,False,2
Laptop,Electronics,2023-07-04,2,514.63,5515,18025,True,0
Basketball,Sports & Outdoors,2023-04-13,1,577.79,3462,21734,True,2
Romance Novel,Books,2023-09-05,3,347.39,3462,21734,True,0
Smartphone,Electronics,2023-03-01,3,787.58,3462,21734,True,2
Shoes,Fashion,2023-09-23,2,557.45,3462,21734,True,2
Sofa,Home & Living,2022-11-13,1,949.27,3462,21734,False,2
Romance Novel,Books,2023-06-21,4,633.36,9766,80497,True,1
Sofa,Home & Living,2023-03-20,3,202.38,9766,80497,True,0
Cookware,Home & Living,2023-04-27,4,276.89,9766,80497,False,1
Cookware,Home & Living,2023-10-07,5,622.33,9766,80497,True,1
Nail Polish,Beauty & Health,2023-09-22,1,728.78,1694,15313,True,2
Headphones,Electronics,2022-12-31,5,16.14,1694,15313,True,1
Cookware,Home & Living,2023-03-14,5,329.72,1694,15313,False,1
Dining Table,Home & Living,2023-10-26,2,348.78,1694,15313,False,0
Dining Table,Home & Living,2023-06-26,1,756.04,6233,53444,False,2
Body Lotion,Beauty & Health,2023-01-15,5,215.96,6233,53444,False,1
Cycling Helmet,Sports & Outdoors,2022-11-05,4,935.18,6233,53444,False,2
Sofa,Home & Living,2023-02-06,1,696.15,1388,58285,True,2
Science Fiction,Books,2023-07-01,3,780.26,1388,58285,False,2
Basketball,Sports & Outdoors,2022-12-19,5,471.84,1388,58285,True,1
Perfume,Beauty & Health,2023-08-16,2,769.25,1388,58285,True,2
Smartphone,Electronics,2023-02-09,1,688.36,3133,98593,False,2
Body Lotion,Beauty & Health,2022-12-27,3,295.62,3133,98593,False,0
Science Fiction,Books,2023-03-10,3,367.44,3133,98593,True,0
Lipstick,Beauty & Health,2023-02-07,1,897.63,3133,98593,False,2
Camera,Electronics,2023-06-14,2,30.26,9134,39955,True,0
Camera,Electronics,2023-05-12,1,331.4,9134,39955,False,0
Shampoo,Beauty & Health,2023-06-01,3,379.78,9134,39955,True,0
Biography,Books,2023-10-14,3,143.35,4836,86133,False,0
Cycling Helmet,Sports & Outdoors,2023-03-28,4,277.58,4836,86133,False,1
Shoes,Fashion,2023-07-06,5,790.77,4836,86133,True,1
Tennis Racket,Sports & Outdoors,2023-03-12,4,477.35,4836,86133,True,1
Perfume,Beauty & Health,2023-07-22,2,548.48,4836,86133,True,2
Cycling Helmet,Sports & Outdoors,2023-06-04,1,629.39,1315,18211,False,2
Dining Table,Home & Living,2023-02-01,3,319.93,1315,18211,False,0
Romance Novel,Books,2023-02-20,1,812.79,6090,84875,False,2
Camping Tent,Sports & Outdoors,2023-07-20,4,772.99,6090,84875,False,1
Smartphone,Electronics,2022-12-02,1,698.22,6090,84875,False,2
Dining Table,Home & Living,2023-07-24,2,211.69,6090,84875,True,0
Laptop,Electronics,2023-09-22,1,922.71,5632,7338,False,2
Bed,Home & Living,2023-03-19,4,55.53,6563,59278,True,1
Cycling Helmet,Sports & Outdoors,2023-06-14,3,589.68,6563,59278,True,2
Basketball,Sports & Outdoors,2023-03-29,3,415.02,6563,59278,True,0
Dress,Fashion,2023-07-22,4,321.31,7173,17520,True,1
Bed,Home & Living,2023-06-25,5,302.7,7765,11882,True,1
Camping Tent,Sports & Outdoors,2023-04-09,5,570.47,7765,11882,False,1
Dress,Fashion,2022-12-13,4,832.06,7765,11882,False,2
Sunglasses,Fashion,2023-05-03,5,547.95,3613,40983,False,1
Smartphone,Electronics,2022-12-18,5,103.27,1474,89705,True,1
Smartwatch,Electronics,2023-09-25,5,366.13,9592,88832,False,1
Tennis Racket,Sports & Outdoors,2023-08-01,4,602.78,9592,88832,True,1
Cookware,Home & Living,2023-09-04,1,223.56,9592,88832,True,0
Cookware,Home & Living,2023-07-15,1,64.61,9592,88832,True,0
Basketball,Sports & Outdoors,2023-10-18,1,218.69,9592,88832,False,0
History,Books,2023-05-18,4,30.16,1494,52263,False,1
Body Lotion,Beauty & Health,2023-09-29,3,675.35,1494,52263,True,2
Cookware,Home & Living,2022-12-06,1,714.42,1494,52263,False,2
Mystery Novel,Books,2023-02-17,4,510.92,6123,63077,False,1
Tennis Racket,Sports & Outdoors,2023-10-08,4,630.84,6123,63077,False,1
Laptop,Electronics,2023-01-23,1,722.15,6123,63077,False,2
Dining Table,Home & Living,2023-03-31,4,407.99,6123,63077,False,1
Nail Polish,Beauty & Health,2023-02-11,1,355.27,6123,63077,False,0
Sofa,Home & Living,2023-02-07,1,257.53,1825,92883,False,0
Bed,Home & Living,2023-06-09,4,185.43,1825,92883,False,1
Headphones,Electronics,2023-04-11,3,470.42,1825,92883,False,0
Biography,Books,2023-01-18,2,632.93,1825,92883,False,2
Smartwatch,Electronics,2023-01-18,5,448.35,9055,75126,False,1
Shoes,Fashion,2023-09-10,5,822.65,9055,75126,False,1
Bed,Home & Living,2022-11-19,1,629.34,9055,75126,False,2
Body Lotion,Beauty & Health,2023-01-25,1,141.36,2292,70731,True,0
Camera,Electronics,2023-06-24,2,139.72,2292,70731,False,0
Cycling Helmet,Sports & Outdoors,2023-10-03,2,184.07,2732,89991,False,0
Lamp,Home & Living,2022-12-18,4,663.95,2732,89991,True,1
Smartphone,Electronics,2023-07-23,3,312.38,2732,89991,False,0
Laptop,Electronics,2023-05-02,5,583.12,2732,89991,False,1
Shirt,Fashion,2023-10-10,5,336.07,5892,7921,False,1
Smartwatch,Electronics,2022-11-26,2,941.22,5892,7921,False,2
Smartwatch,Electronics,2023-01-14,4,478.27,5892,7921,True,1
Mystery Novel,Books,2023-05-23,5,960.94,5892,7921,False,1
History,Books,2022-11-08,5,13.67,4001,13454,False,1
Camera,Electronics,2023-02-21,1,282.04,4001,13454,True,0
Shoes,Fashion,2023-01-22,2,706.21,4001,13454,False,2
Perfume,Beauty & Health,2023-06-06,4,159.75,4001,13454,False,1
Smartphone,Electronics,2023-06-20,1,134.64,5878,21649,True,0
Cookware,Home & Living,2023-05-21,1,725.92,5878,21649,True,2
Basketball,Sports & Outdoors,2023-09-17,2,337.51,7541,52510,True,0
Shoes,Fashion,2023-03-16,3,863.11,7541,52510,True,2
Mystery Novel,Books,2023-03-25,3,354.15,7541,52510,False,0
Camping Tent,Sports & Outdoors,2023-09-03,5,419.72,7541,52510,True,1
Biography,Books,2023-03-05,5,505.93,7541,52510,False,1
Laptop,Electronics,2023-01-07,2,903.71,8243,52337,True,2
Shampoo,Beauty & Health,2023-09-24,3,806.94,8243,52337,False,2
Lamp,Home & Living,2022-12-06,1,62.43,5074,16318,True,0
Headphones,Electronics,2022-12-07,3,737.69,5074,16318,False,2
Smartphone,Electronics,2023-10-15,1,716.42,5074,16318,True,2
Headphones,Electronics,2023-09-20,4,458.22,5074,16318,True,1
Sofa,Home & Living,2023-07-03,3,656.11,7551,46535,True,2
Sunglasses,Fashion,2023-07-10,4,382.82,6987,39171,True,1
Biography,Books,2023-03-12,1,202.37,6987,39171,True,0
Yoga Mat,Sports & Outdoors,2023-08-19,3,924.01,6987,39171,False,2
Headphones,Electronics,2022-11-14,4,920.1,7956,35061,False,2
Nail Polish,Beauty & Health,2022-12-01,5,322.34,7956,35061,True,1
Tennis Racket,Sports & Outdoors,2023-09-14,2,672.23,7956,35061,True,2
Shampoo,Beauty & Health,2023-10-23,2,969.42,7956,35061,False,2
Lipstick,Beauty & Health,2023-10-27,5,808.06,5453,73321,True,1
Nail Polish,Beauty & Health,2023-09-06,1,615.37,5453,73321,False,2
Smartphone,Electronics,2023-05-17,2,570.95,5453,73321,True,2
Mystery Novel,Books,2023-08-10,4,488.8,5453,73321,False,1
Lipstick,Beauty & Health,2023-01-28,2,727.05,5453,73321,True,2
Handbag,Fashion,2023-02-08,3,486.44,9388,37756,False,0
Nail Polish,Beauty & Health,2022-11-11,1,520.81,9388,37756,True,0
Shampoo,Beauty & Health,2023-05-05,3,773.97,9388,37756,False,2
Lamp,Home & Living,2023-09-17,5,706.64,9388,37756,False,1
Bed,Home & Living,2023-05-29,5,684.51,3420,73935,False,1
Smartphone,Electronics,2023-09-15,5,996.04,3420,73935,False,1
Handbag,Fashion,2023-10-29,5,148.39,3420,73935,False,1
Mystery Novel,Books,2022-11-21,5,581.02,3420,73935,False,1
Camera,Electronics,2023-05-22,1,847.12,1206,5480,True,2
Cycling Helmet,Sports & Outdoors,2023-03-18,3,405.6,1206,5480,False,0
Cycling Helmet,Sports & Outdoors,2022-11-05,3,276.75,1206,5480,False,0
Nail Polish,Beauty & Health,2023-01-12,1,405.59,1206,5480,False,0
Cookware,Home & Living,2023-05-20,5,248.54,1321,17023,False,1
History,Books,2022-12-02,2,169.1,1321,17023,True,0
Dining Table,Home & Living,2023-02-02,4,955.82,1321,17023,True,2
Shoes,Fashion,2022-12-01,2,644.03,4446,84735,True,2
Cookware,Home & Living,2023-05-08,4,78.67,4446,84735,True,1
Smartphone,Electronics,2023-10-12,3,831.01,5832,36304,False,2
Lamp,Home & Living,2023-05-20,5,228.34,6301,43568,True,1
Smartwatch,Electronics,2023-06-06,2,659.72,6301,43568,True,2
Lamp,Home & Living,2022-11-14,3,901.64,6301,43568,False,2
Camera,Electronics,2023-08-16,1,310.2,6301,43568,True,0
Shirt,Fashion,2023-09-04,1,451.7,6301,43568,False,0
Shoes,Fashion,2023-09-06,3,964.85,5339,66032,True,2
Tennis Racket,Sports & Outdoors,2023-06-29,2,728.1,5339,66032,False,2
Basketball,Sports & Outdoors,2023-01-14,2,898.61,5339,66032,False,2
Dining Table,Home & Living,2023-09-06,4,892.86,5339,66032,False,2
Laptop,Electronics,2022-11-14,5,621.37,5339,66032,False,1
Shoes,Fashion,2023-10-29,2,663.35,1748,29494,False,2
Shoes,Fashion,2023-03-05,5,428.34,1748,29494,False,1
Lamp,Home & Living,2022-11-02,1,269.51,1748,29494,False,0
Sofa,Home & Living,2023-07-19,2,471.19,1748,29494,False,0
Headphones,Electronics,2022-12-26,5,575.47,1748,29494,False,1
Cookware,Home & Living,2023-06-28,5,149.43,9562,34432,True,1
Dining Table,Home & Living,2023-08-22,5,317.71,2979,38175,False,1
Handbag,Fashion,2023-09-02,3,36.81,2979,38175,False,0
Body Lotion,Beauty & Health,2022-11-10,3,958.8,2979,38175,False,2
Tennis Racket,Sports & Outdoors,2023-04-16,3,597.66,2979,38175,True,2
Body Lotion,Beauty & Health,2023-10-15,5,152.99,2979,38175,True,1
Camping Tent,Sports & Outdoors,2022-11-27,2,241.48,9404,27661,True,0
Shampoo,Beauty & Health,2023-09-12,2,288.21,9404,27661,False,0
Yoga Mat,Sports & Outdoors,2022-10-30,2,516.8,9404,27661,False,0
Shirt,Fashion,2023-08-20,5,666.01,9404,27661,False,1
Smartphone,Electronics,2023-06-11,3,228.91,9404,27661,True,0
Smartphone,Electronics,2023-02-04,5,839.5,2254,65048,True,1
Lipstick,Beauty & Health,2023-10-18,3,396.47,2254,65048,False,0
Smartphone,Electronics,2023-05-29,5,501.72,2254,65048,False,1
Shoes,Fashion,2023-03-27,1,801.32,4363,28781,True,2
Bed,Home & Living,2023-03-15,3,519.62,4363,28781,False,2
Laptop,Electronics,2023-06-23,2,854.19,6662,63825,False,2
Camping Tent,Sports & Outdoors,2022-12-19,3,297.28,2709,23556,True,0
Bed,Home & Living,2023-08-16,2,318.71,2709,23556,True,0
Handbag,Fashion,2023-07-15,5,307.63,2709,23556,False,1
Basketball,Sports & Outdoors,2023-03-02,1,957.83,2709,23556,True,2
Cycling Helmet,Sports & Outdoors,2023-09-07,1,90.68,2709,23556,True,0
Science Fiction,Books,2023-08-02,4,154.03,5148,2185,True,1
Handbag,Fashion,2022-11-29,4,982.18,5148,2185,False,2
Sunglasses,Fashion,2022-11-05,1,119.3,5148,2185,True,0
Perfume,Beauty & Health,2023-08-08,4,266.35,7942,62723,True,1
Yoga Mat,Sports & Outdoors,2023-02-20,5,366.01,7942,62723,True,1
Cycling Helmet,Sports & Outdoors,2023-07-14,3,600.33,3715,31100,False,2
Laptop,Electronics,2023-07-03,1,827.85,3715,31100,True,2
Shampoo,Beauty & Health,2023-01-14,1,292.94,2421,67277,False,0
Science Fiction,Books,2023-09-15,3,887.57,2421,67277,True,2
Dining Table,Home & Living,2023-02-18,4,322.73,2421,67277,False,1
Sunglasses,Fashion,2023-05-28,4,953.94,9692,25336,False,2
Romance Novel,Books,2023-03-15,2,125.81,9692,25336,False,0
Nail Polish,Beauty & Health,2023-01-12,2,988.46,7419,64569,True,2
Camping Tent,Sports & Outdoors,2023-09-12,4,882.93,4983,87659,False,2
Shirt,Fashion,2023-09-03,4,888.86,4983,87659,False,2
Dress,Fashion,2022-11-17,1,973.62,4983,87659,True,2
Romance Novel,Books,2023-02-07,4,876.78,4983,87659,False,2
Body Lotion,Beauty & Health,2023-08-29,4,608.36,4983,87659,True,1
Sofa,Home & Living,2023-08-26,1,147.4,7175,10270,False,0
Tennis Racket,Sports & Outdoors,2023-05-29,4,655.7,7175,10270,True,1
Shampoo,Beauty & Health,2023-08-29,4,610.77,7175,10270,True,1
Shoes,Fashion,2023-09-30,4,66.83,9526,93048,False,1
Sofa,Home & Living,2023-07-14,4,572.83,9526,93048,False,1
Shoes,Fashion,2023-06-09,3,237.62,9526,93048,False,0
Yoga Mat,Sports & Outdoors,2023-06-11,3,945.83,1257,78477,True,2
Yoga Mat,Sports & Outdoors,2022-11-29,3,707.39,1257,78477,True,2
Perfume,Beauty & Health,2023-03-27,3,629.6,1257,78477,True,2
